0.000000000000000000e+00,7.206152074306299619e+04,4.609390811005141586e+00,7.120629533633049922e-03,1.868865732540431548e-02,-2.424308521330790622e-03,-5.843044498595506391e-03,2.770205638473342558e-01,-8.960026899109309051e-01,1.024507091117454749e+00,-3.761751058762618505e-01,8.928943621142022835e-02,-4.058979809628532887e-01,5.031594790400386596e-01,-1.995330316326232589e-01,-4.657957246898734027e-01,1.334281309346897038e+00,-1.467404781688018911e+00,5.122758698466128857e-01,-7.513285383519588412e-02,4.015253049056846102e-01,-4.193291000763745835e-01,1.366849411855413365e-01,3.694783777413331305e-01,-1.203531681513123397e+00,1.367043122263200239e+00,-4.931330812939959118e-01
1.000000000000000000e+00,7.206613501669399557e+04,7.045922942008473910e+00,1.825376714342553247e-02,-1.719050734344079040e-02,2.818052519450319274e-02,-1.264636915603793710e-02,2.395775740686305333e-02,6.597802625867650594e-02,-1.260478164892412933e-01,6.654866762296897387e-02,-1.154479279280445740e-02,-1.283258364104898804e-02,8.487003779949892773e-03,4.026918409186350592e-03,-7.906837263312253838e-02,-8.793032548308715723e-02,1.672074803553406652e-01,-8.779912332351090531e-02,4.046789222164842020e-02,1.305105945971842159e-02,-1.573067527055945630e-02,5.438854507587491047e-03,3.296027877653250060e-02,6.522165315625876036e-02,-1.263652842113429098e-01,6.623281965169332264e-02
2.000000000000000000e+00,7.207318582243200217e+04,7.021509216996491887e+00,1.161014501805767915e-02,2.001264723261186179e-02,-3.217454136657194735e-02,1.494425032494917614e-02,3.108234477158749662e-02,9.363397966664781941e-03,1.714029627467016093e-02,-1.865788765797086329e-02,-1.726258777655431328e-02,3.470727710824954293e-02,-4.579117869081304054e-02,1.951261220704620519e-02,-8.803193522311122954e-02,-1.370128595409880745e-02,-3.762818640587082403e-02,3.956287898267850378e-02,3.928695257216422571e-02,-8.552858199810085132e-03,-3.672749848391739565e-03,1.065861788034610028e-02,3.978761550263210101e-02,2.237858120931145514e-02,-2.313709210362692448e-02,1.416269737496533496e-02
3.000000000000000000e+00,7.208021221444499679e+04,7.006860602006781846e+00,1.654554733805680550e-02,-4.819516676511713220e-04,-3.011604500369409725e-03,2.702379300949444164e-03,4.114835847939473518e-02,-2.454704654430147140e-02,4.860646212073965744e-03,7.548479878704082019e-03,-2.349006813835502472e-02,6.051727476200865347e-02,-9.269554323262162165e-02,3.973907851899596139e-02,-1.054300749273486826e-01,5.248896433282509294e-02,-4.540768884354064172e-02,1.290453372969846586e-02,5.804905827916988226e-02,-9.162866834076158207e-02,1.423334455226175632e-01,-6.459644129325722850e-02,5.554911988598219136e-02,-5.231331819563685842e-02,4.349898365978947801e-02,-1.130537543795866011e-02
4.000000000000000000e+00,7.208722395786699781e+04,6.938500835007289425e+00,1.854304949374426317e-02,-1.007564513753156886e-02,7.306317647708242616e-03,-2.270625275140496560e-04,-1.401514568166076224e-02,2.081987779293059948e-01,-2.543725051666418935e-01,9.616961075824111138e-02,-1.090502820358770462e-02,-3.322201820010354210e-03,-7.326775632310897866e-03,6.942500812572051198e-03,-7.655026736087625419e-03,-3.804905558213713679e-01,4.714025720182919432e-01,-1.820213825671700147e-01,4.691546700203873960e-02,-1.918820557562228926e-02,3.368933709455815273e-02,-1.833623124970585119e-02,-1.648753901077514017e-02,2.436447553590282145e-01,-2.728715913237427793e-01,9.152542109377150015e-02
5.000000000000000000e+00,7.209416734152300342e+04,7.089868620998458937e+00,1.334610680027020942e-02,1.781643625082097310e-02,-3.453957889467660497e-02,1.983458768158325586e-02,1.618741010310167927e-02,8.228419658023089500e-02,-9.931467681353423060e-02,3.162279452861193468e-02,-1.830952323344989252e-02,2.933852441916606421e-02,-2.588561899450021048e-02,3.194499980757011578e-03,-5.605117613565806928e-02,-1.976823003547728830e-01,2.713357559952040976e-01,-1.051891612063651921e-01,5.168748906292024159e-02,-5.013023478394108834e-02,5.466703898622311819e-02,-1.692216253228651449e-02,1.660492791148016067e-02,1.393134573425501010e-01,-2.079324495908983772e-01,9.360649125069485377e-02
6.000000000000000000e+00,7.210126209296500019e+04,7.006860594992758706e+00,1.570829035611747901e-02,-2.026969486893074462e-03,6.567299781885554098e-03,-5.931623108074951349e-03,2.231255511647513637e-02,4.423966458978553784e-02,-6.239649312703756528e-02,2.402459995451073499e-02,-1.218342040729516844e-02,-1.219671635994901658e-02,1.105410260613786180e-02,1.596392131617078861e-03,-7.748089470487778962e-02,-5.439033237652180636e-02,6.405527812113712138e-02,-1.536471564137060521e-02,3.370503588383620686e-02,7.051069977804622080e-02,-1.272438510543248136e-01,6.327151032804843866e-02,2.423377597231569577e-02,9.074238233756344585e-02,-1.560119610788830991e-01,7.776727741223930790e-02
7.000000000000000000e+00,7.210827383638100582e+04,6.958031741989543661e+00,1.717023081347505281e-02,-8.463033725952515129e-03,1.247507783031114384e-02,-4.820748191263285291e-03,4.440730539747337474e-02,-5.620569749125070569e-02,5.592056057412053693e-02,-1.525669274061046757e-02,-1.864319683732343705e-02,3.466176979972228345e-02,-5.989075331232990296e-02,3.107373923457915771e-02,-1.157793392285808021e-01,1.303349715133962361e-01,-1.723876837855905231e-01,7.133291527792581799e-02,5.556524588903122980e-02,-6.742515476595323243e-02,8.993571344077598562e-02,-3.189492421840934427e-02,5.644582660304511140e-02,-7.833986677288888589e-02,9.525027908473522598e-02,-3.874398207742989902e-02
8.000000000000000000e+00,7.211523675126800663e+04,7.163110854991828091e+00,1.594525185353631858e-02,1.009590274233380068e-02,-2.285609360779591870e-02,1.327931299372335505e-02,5.353276940922994248e-02,-1.264152911996173911e-01,1.672946864776872489e-01,-6.452978288309868526e-02,-1.219379711358395402e-02,4.909616845552476020e-04,-1.528691337114541915e-02,1.235733100901197958e-02,-1.240824616736853347e-01,1.855422249991134642e-01,-2.481135494577197953e-01,1.018382575864410083e-01,4.334382891497942647e-02,2.474495197901911692e-02,-5.088290709045720228e-02,2.904910993212190401e-02,6.646959016944051224e-02,-1.398292715290560262e-01,1.496055429922633351e-01,-3.421729300452523020e-02
9.000000000000000000e+00,7.212240474494399677e+04,7.075220326005364768e+00,1.573435142919202279e-02,1.936414851198626954e-04,3.576334495700618597e-03,-5.002143713422673062e-03,2.813823728557249618e-02,3.274627937546122775e-02,-6.212367298891373346e-02,3.719267284879231028e-02,-1.410063466999765883e-02,-9.307868338145430451e-03,1.657816368968262691e-02,-1.002615175987803253e-02,-8.910861427550169356e-02,-1.674838464010946007e-02,1.300453902311351183e-02,-3.193368970638032654e-04,4.684860120838758163e-02,-7.015841242497750270e-03,2.348986605094103078e-02,-1.882379316996922458e-02,3.856234752567628404e-02,2.417721445488680079e-02,-4.884617667598380175e-02,2.958567281302050198e-02
1.000000000000000000e+01,7.212948484806499619e+04,6.674828010000055656e+00,1.433904922170427948e-02,8.306518370296576970e-03,-1.075913828274942773e-02,-1.168164869937592413e-03,3.488542953146243908e-02,-4.681192597991760962e-03,4.337226321795892986e-02,-5.644751742616013757e-02,-1.767208692926174052e-02,1.958261813153495609e-02,-8.523281002841517559e-03,-5.696140071533572179e-03,-9.147989164547669361e-02,-1.849496296816293545e-02,5.070839308592250440e-03,3.224633145180732380e-02,4.490518401559198680e-02,9.198753265228195794e-03,-5.800262983838295333e-02,3.830653000353589216e-02,4.646956054977560702e-02,-3.970924421687007169e-03,3.630138947287588763e-02,-5.641309776050285052e-02
